Random data, Lexis triangles, HMD style
1974 39 1935 251 788 1039
1974 39 1934 916 856 1772
1974 40 1934 808 45 853
1974 40 1933 606 979 1585
1974 41 1933 278 554 832
1974 41 1932 369 537 906
1974 42 1932 255 15 270
1974 42 1931 447 756 1203
1974 43 1931 656 592 1248
1974 43 1930 475 841 1316
1974 44 1930 780 983 1763
1974 44 1929 658 718 1376
1974 45 1929 205 248 453
1974 45 1928 246 821 1067
1974 46 1928 795 808 1603
1974 46 1927 442 16 458
1974 47 1927 326 187 513
1974 47 1926 458 92 550
1974 48 1926 153 263 416
1974 48 1925 351 52 403
1974 49 1925 939 990 1929
1974 49 1924 615 967 1582
1974 50 1924 946 460 1406
1974 50 1923 735 899 1634
1974 51 1923 843 324 1167
1974 51 1922 502 938 1440
1974 52 1922 333 571 904
1974 52 1921 133 989 1122
1974 53 1921 585 699 1284
1974 53 1920 670 901 1571
1974 54 1920 178 54 232
1974 54 1919 826 387 1213
1974 55 1919 438 751 1189
1974 55 1918 442 13 455
1974 56 1918 176 881 1057
1974 56 1917 630 643 1273
1974 57 1917 887 664 1551
1974 57 1916 805 286 1091
1974 58 1916 262 464 726
1974 58 1915 285 756 1041
1974 59 1915 670 32 702
1974 59 1914 754 817 1571
1974 60 1914 111 705 816
1974 60 1913 817 918 1735
1974 61 1913 979 684 1663
1974 61 1912 875 527 1402
1974 62 1912 715 363 1078
1974 62 1911 704 780 1484
1974 63 1911 248 829 1077
1974 63 1910 896 567 1463
1974 64 1910 225 753 978
1974 64 1909 37 121 158
1974 65 1909 836 849 1685
1974 65 1908 627 868 1495
1974 66 1908 643 989 1632
1974 66 1907 351 608 959
1974 67 1907 595 126 721
1974 67 1906 756 958 1714
1974 68 1906 264 905 1169
1974 68 1905 169 714 883
1974 69 1905 705 904 1609
1974 69 1904 488 558 1046
1974 70 1904 908 658 1566
1974 70 1903 230 416 646
1974 71 1903 932 239 1171
1974 71 1902 478 84 562
1974 72 1902 582 218 800
1974 72 1901 780 523 1303
1974 73 1901 998 958 1956
1974 73 1900 762 252 1014
1974 74 1900 360 737 1097
1974 74 1899 812 904 1716
1974 75 1899 622 338 960
1974 75 1898 947 986 1933
1974 76 1898 49 847 896
1974 76 1897 190 821 1011
1974 77 1897 579 523 1102
1974 77 1896 580 179 759
1974 78 1896 600 40 640
1974 78 1895 65 227 292
1974 79 1895 817 642 1459
1974 79 1894 513 676 1189
1974 80 1894 410 80 490
1974 80 1893 148 243 391
1974 81 1893 762 912 1674
1974 81 1892 602 879 1481
1974 82 1892 110 186 296
1974 82 1891 833 253 1086
1974 83 1891 351 161 512
1974 83 1890 528 64 592
1974 84 1890 217 638 855
1974 84 1889 421 760 1181
1974 85 1889 426 742 1168
1974 85 1888 901 67 968
1974 86 1888 639 397 1036
1974 86 1887 651 977 1628
1974 87 1887 829 77 906
1974 87 1886 165 708 873
1974 88 1886 572 871 1443
1974 88 1885 571 212 783
1974 89 1885 333 435 768
1974 89 1884 750 84 834
1974 90 1884 42 471 513
1974 90 1883 25 24 49
1974 91 1883 419 618 1037
1974 91 1882 25 728 753
1974 92 1882 408 554 962
1974 92 1881 863 124 987
1974 93 1881 449 466 915
1974 93 1880 112 181 293
1974 94 1880 712 500 1212
1974 94 1879 420 74 494
1974 95 1879 30 661 691
1974 95 1878 264 800 1064
1974 96 1878 718 283 1001
1974 96 1877 994 950 1944
1974 97 1877 770 439 1209
1974 97 1876 86 486 572
1974 98 1876 855 926 1781
1974 98 1875 160 952 1112
1974 99 1875 569 980 1549
1974 99 1874 877 61 938
1974 100 1874 758 943 1701
1974 100 1873 797 260 1057
1974 101 1873 363 911 1274
1974 101 1872 460 117 577
1974 102 1872 590 919 1509
1974 102 1871 56 840 896
1974 103 1871 128 468 596
1974 103 1870 672 781 1453
1974 104 1870 216 112 328
1974 104 1869 26 818 844
1974 105 1869 76 224 300
1974 105 1868 936 40 976
1974 106 1868 920 567 1487
1974 106 1867 164 651 815
1974 107 1867 975 750 1725
1974 107 1866 714 706 1420
1974 108 1866 367 259 626
1974 108 1865 817 163 980
1974 109 1865 72 131 203
1974 109 1864 832 707 1539
1974 110 . 557 633 1190
1975 0 1975 259 760 1019
1975 0 1974 985 58 1043
1975 1 1974 237 67 304
1975 1 1973 849 546 1395
1975 2 1973 173 717 890
1975 2 1972 343 687 1030
1975 3 1972 454 619 1073
1975 3 1971 705 2 707
1975 4 1971 645 880 1525
1975 4 1970 410 795 1205
1975 5 1970 563 289 852
1975 5 1969 382 544 926
1975 6 1969 419 770 1189
1975 6 1968 192 704 896
1975 7 1968 74 240 314
1975 7 1967 634 885 1519
1975 8 1967 707 481 1188
1975 8 1966 806 747 1553
1975 9 1966 470 840 1310
1975 9 1965 513 779 1292
1975 10 1965 261 113 374
1975 10 1964 877 286 1163
1975 11 1964 25 520 545
1975 11 1963 188 881 1069
1975 12 1963 862 965 1827
1975 12 1962 774 378 1152
1975 13 1962 453 647 1100
1975 13 1961 234 43 277
1975 14 1961 628 169 797
1975 14 1960 71 832 903
1975 15 1960 292 44 336
1975 15 1959 393 21 414
1975 16 1959 570 479 1049
1975 16 1958 135 487 622
1975 17 1958 552 920 1472
1975 17 1957 700 387 1087
1975 18 1957 375 204 579
1975 18 1956 12 703 715
1975 19 1956 244 26 270
1975 19 1955 223 739 962
1975 20 1955 585 90 675
1975 20 1954 674 284 958
1975 21 1954 303 905 1208
1975 21 1953 412 359 771
1975 22 1953 569 185 754
1975 22 1952 855 379 1234
1975 23 1952 554 393 947
1975 23 1951 458 890 1348
1975 24 1951 307 827 1134
1975 24 1950 631 944 1575
1975 25 1950 613 868 1481
1975 25 1949 904 475 1379
1975 26 1949 899 727 1626
1975 26 1948 54 661 715
1975 27 1948 595 429 1024
1975 27 1947 323 738 1061
1975 28 1947 106 364 470
1975 28 1946 991 632 1623
1975 29 1946 639 692 1331
1975 29 1945 967 685 1652
1975 30 1945 366 560 926
1975 30 1944 194 610 804
1975 31 1944 160 831 991
1975 31 1943 574 852 1426
1975 32 1943 492 762 1254
1975 32 1942 241 660 901
1975 33 1942 934 416 1350
1975 33 1941 780 977 1757
1975 34 1941 329 925 1254
1975 34 1940 575 747 1322
1975 35 1940 452 190 642
1975 35 1939 575 795 1370
1975 36 1939 145 899 1044
1975 36 1938 24 634 658
1975 37 1938 867 88 955
1975 37 1937 460 114 574
1975 38 1937 811 500 1311
1975 38 1936 715 804 1519
1975 39 1936 410 803 1213
1975 39 1935 761 956 1717
1975 40 1935 73 279 352
1975 40 1934 844 3 847
1975 41 1934 319 744 1063
1975 41 1933 250 471 721
1975 42 1933 792 461 1253
1975 42 1932 934 539 1473
1975 43 1932 197 843 1040
1975 43 1931 883 629 1512
1975 44 1931 993 405 1398
1975 44 1930 690 977 1667
1975 45 1930 181 552 733
1975 45 1929 632 341 973
1975 46 1929 697 514 1211
1975 46 1928 674 497 1171
1975 47 1928 774 921 1695
1975 47 1927 667 975 1642
1975 48 1927 648 873 1521
1975 48 1926 495 206 701
1975 49 1926 496 229 725
1975 49 1925 70 225 295
1975 50 1925 35 649 684
1975 50 1924 250 196 446
1975 51 1924 320 603 923
1975 51 1923 501 394 895
1975 52 1923 269 607 876
1975 52 1922 176 343 519
1975 53 1922 421 307 728
1975 53 1921 293 577 870
1975 54 1921 966 312 1278
1975 54 1920 229 656 885
1975 55 1920 537 566 1103
1975 55 1919 593 327 920
1975 56 1919 595 256 851
1975 56 1918 932 474 1406
1975 57 1918 725 361 1086
1975 57 1917 836 408 1244
1975 58 1917 717 29 746
1975 58 1916 203 340 543
1975 59 1916 570 252 822
1975 59 1915 489 796 1285
1975 60 1915 733 910 1643
1975 60 1914 46 871 917
1975 61 1914 762 91 853
1975 61 1913 840 61 901
1975 62 1913 694 159 853
1975 62 1912 192 702 894
1975 63 1912 976 657 1633
1975 63 1911 833 887 1720
1975 64 1911 539 595 1134
1975 64 1910 27 274 301
1975 65 1910 897 725 1622
1975 65 1909 811 625 1436
1975 66 1909 59 773 832
1975 66 1908 823 498 1321
1975 67 1908 37 371 408
1975 67 1907 422 20 442
1975 68 1907 345 770 1115
1975 68 1906 631 405 1036
1975 69 1906 386 780 1166
1975 69 1905 965 120 1085
1975 70 1905 391 527 918
1975 70 1904 143 616 759
1975 71 1904 638 388 1026
1975 71 1903 60 232 292
1975 72 1903 482 266 748
1975 72 1902 778 57 835
1975 73 1902 937 156 1093
1975 73 1901 179 847 1026
1975 74 1901 553 450 1003
1975 74 1900 369 311 680
1975 75 1900 861 810 1671
1975 75 1899 791 348 1139
1975 76 1899 108 883 991
1975 76 1898 285 906 1191
1975 77 1898 144 418 562
1975 77 1897 425 900 1325
1975 78 1897 356 492 848
1975 78 1896 832 140 972
1975 79 1896 964 684 1648
1975 79 1895 301 759 1060
1975 80 1895 284 54 338
1975 80 1894 451 345 796
1975 81 1894 963 430 1393
1975 81 1893 916 324 1240
1975 82 1893 238 482 720
1975 82 1892 616 325 941
1975 83 1892 341 983 1324
1975 83 1891 938 286 1224
1975 84 1891 899 757 1656
1975 84 1890 956 731 1687
1975 85 1890 14 176 190
1975 85 1889 56 955 1011
1975 86 1889 163 655 818
1975 86 1888 401 335 736
1975 87 1888 822 30 852
1975 87 1887 615 294 909
1975 88 1887 881 544 1425
1975 88 1886 973 326 1299
1975 89 1886 160 380 540
1975 89 1885 967 193 1160
1975 90 1885 777 369 1146
1975 90 1884 95 407 502
1975 91 1884 906 2 908
1975 91 1883 591 667 1258
1975 92 1883 689 610 1299
1975 92 1882 223 975 1198
1975 93 1882 969 257 1226
1975 93 1881 773 112 885
1975 94 1881 347 962 1309
1975 94 1880 36 448 484
1975 95 1880 458 186 644
1975 95 1879 571 509 1080
1975 96 1879 491 429 920
1975 96 1878 695 749 1444
1975 97 1878 564 919 1483
1975 97 1877 251 579 830
1975 98 1877 821 731 1552
1975 98 1876 54 739 793
1975 99 1876 156 906 1062
1975 99 1875 212 342 554
1975 100 1875 986 972 1958
1975 100 1874 38 739 777
1975 101 1874 508 952 1460
1975 101 1873 748 268 1016
1975 102 1873 382 188 570
1975 102 1872 217 21 238
1975 103 1872 531 199 730
1975 103 1871 734 970 1704
1975 104 1871 544 771 1315
1975 104 1870 816 249 1065
1975 105 1870 499 194 693
1975 105 1869 899 13 912
1975 106 1869 862 808 1670
1975 106 1868 265 915 1180
1975 107 1868 139 64 203
1975 107 1867 262 746 1008
1975 108 1867 511 986 1497
1975 108 1866 453 363 816
1975 109 1866 356 43 399
1975 109 1865 302 489 791
1975 110 . 26 99 125
1976 0 1976 909 442 1351
1976 0 1975 811 835 1646
1976 1 1975 734 666 1400
1976 1 1974 589 15 604
1976 2 1974 441 23 464
1976 2 1973 232 598 830
1976 3 1973 910 747 1657
1976 3 1972 761 875 1636
1976 4 1972 865 615 1480
1976 4 1971 526 976 1502
1976 5 1971 244 289 533
1976 5 1970 729 908 1637
1976 6 1970 1000 972 1972
1976 6 1969 185 241 426
1976 7 1969 71 214 285
1976 7 1968 730 993 1723
1976 8 1968 481 13 494
1976 8 1967 497 596 1093
1976 9 1967 985 279 1264
1976 9 1966 284 144 428
1976 10 1966 318 875 1193
1976 10 1965 165 986 1151
1976 11 1965 750 957 1707
1976 11 1964 502 23 525
1976 12 1964 191 686 877
1976 12 1963 208 25 233
1976 13 1963 200 386 586
1976 13 1962 39 26 65
1976 14 1962 43 830 873
1976 14 1961 360 419 779
1976 15 1961 370 299 669
1976 15 1960 708 111 819
1976 16 1960 812 25 837
1976 16 1959 845 400 1245
1976 17 1959 430 259 689
1976 17 1958 930 627 1557
1976 18 1958 29 27 56
1976 18 1957 80 724 804
1976 19 1957 242 496 738
1976 19 1956 477 700 1177
1976 20 1956 573 28 601
1976 20 1955 459 83 542
1976 21 1955 192 996 1188
1976 21 1954 829 259 1088
1976 22 1954 680 519 1199
1976 22 1953 592 980 1572
1976 23 1953 91 899 990
1976 23 1952 362 470 832
1976 24 1952 351 205 556
1976 24 1951 754 194 948
1976 25 1951 274 204 478
1976 25 1950 757 88 845
1976 26 1950 451 445 896
1976 26 1949 22 691 713
1976 27 1949 274 817 1091
1976 27 1948 725 408 1133
1976 28 1948 838 727 1565
1976 28 1947 482 962 1444
1976 29 1947 427 828 1255
1976 29 1946 662 202 864
1976 30 1946 534 241 775
1976 30 1945 589 504 1093
1976 31 1945 649 605 1254
1976 31 1944 104 959 1063
1976 32 1944 675 599 1274
1976 32 1943 548 6 554
1976 33 1943 558 77 635
1976 33 1942 487 736 1223
1976 34 1942 120 582 702
1976 34 1941 745 350 1095
1976 35 1941 314 588 902
1976 35 1940 560 659 1219
1976 36 1940 175 112 287
1976 36 1939 889 784 1673
1976 37 1939 694 337 1031
1976 37 1938 148 706 854
1976 38 1938 686 380 1066
1976 38 1937 298 422 720
1976 39 1937 678 852 1530
1976 39 1936 865 380 1245
1976 40 1936 34 753 787
1976 40 1935 529 177 706
1976 41 1935 594 590 1184
1976 41 1934 435 619 1054
1976 42 1934 456 640 1096
1976 42 1933 793 356 1149
1976 43 1933 579 888 1467
1976 43 1932 175 714 889
1976 44 1932 1000 961 1961
1976 44 1931 685 134 819
1976 45 1931 388 323 711
1976 45 1930 703 726 1429
1976 46 1930 763 211 974
1976 46 1929 278 31 309
1976 47 1929 991 129 1120
1976 47 1928 806 220 1026
1976 48 1928 833 451 1284
1976 48 1927 731 947 1678
1976 49 1927 761 19 780
1976 49 1926 258 692 950
1976 50 1926 863 96 959
1976 50 1925 272 903 1175
1976 51 1925 988 544 1532
1976 51 1924 888 150 1038
1976 52 1924 874 454 1328
1976 52 1923 818 758 1576
1976 53 1923 409 653 1062
1976 53 1922 906 593 1499
1976 54 1922 6 76 82
1976 54 1921 356 798 1154
1976 55 1921 520 873 1393
1976 55 1920 903 948 1851
1976 56 1920 999 347 1346
1976 56 1919 968 503 1471
1976 57 1919 536 637 1173
1976 57 1918 793 93 886
1976 58 1918 510 878 1388
1976 58 1917 428 387 815
1976 59 1917 599 225 824
1976 59 1916 380 523 903
1976 60 1916 785 138 923
1976 60 1915 741 349 1090
1976 61 1915 295 421 716
1976 61 1914 136 474 610
1976 62 1914 129 675 804
1976 62 1913 5 538 543
1976 63 1913 694 164 858
1976 63 1912 174 25 199
1976 64 1912 287 814 1101
1976 64 1911 607 579 1186
1976 65 1911 490 152 642
1976 65 1910 292 450 742
1976 66 1910 838 252 1090
1976 66 1909 922 489 1411
1976 67 1909 433 593 1026
1976 67 1908 772 727 1499
1976 68 1908 154 118 272
1976 68 1907 916 652 1568
1976 69 1907 695 651 1346
1976 69 1906 96 208 304
1976 70 1906 740 672 1412
1976 70 1905 107 824 931
1976 71 1905 790 826 1616
1976 71 1904 695 771 1466
1976 72 1904 891 761 1652
1976 72 1903 514 610 1124
1976 73 1903 204 919 1123
1976 73 1902 4 187 191
1976 74 1902 826 785 1611
1976 74 1901 447 39 486
1976 75 1901 676 99 775
1976 75 1900 112 235 347
1976 76 1900 508 730 1238
1976 76 1899 884 920 1804
1976 77 1899 341 393 734
1976 77 1898 265 973 1238
1976 78 1898 530 543 1073
1976 78 1897 693 809 1502
1976 79 1897 581 64 645
1976 79 1896 487 307 794
1976 80 1896 38 595 633
1976 80 1895 725 749 1474
1976 81 1895 237 299 536
1976 81 1894 367 270 637
1976 82 1894 182 633 815
1976 82 1893 276 828 1104
1976 83 1893 718 232 950
1976 83 1892 46 246 292
1976 84 1892 137 68 205
1976 84 1891 387 479 866
1976 85 1891 823 600 1423
1976 85 1890 576 953 1529
1976 86 1890 912 571 1483
1976 86 1889 793 915 1708
1976 87 1889 900 253 1153
1976 87 1888 350 959 1309
1976 88 1888 19 958 977
1976 88 1887 693 252 945
1976 89 1887 773 861 1634
1976 89 1886 184 593 777
1976 90 1886 504 472 976
1976 90 1885 936 760 1696
1976 91 1885 870 87 957
1976 91 1884 369 429 798
1976 92 1884 489 121 610
1976 92 1883 868 848 1716
1976 93 1883 785 122 907
1976 93 1882 53 674 727
1976 94 1882 55 163 218
1976 94 1881 151 856 1007
1976 95 1881 282 766 1048
1976 95 1880 778 503 1281
1976 96 1880 253 208 461
1976 96 1879 527 126 653
1976 97 1879 958 620 1578
1976 97 1878 794 228 1022
1976 98 1878 701 714 1415
1976 98 1877 925 511 1436
1976 99 1877 963 765 1728
1976 99 1876 499 980 1479
1976 100 1876 325 630 955
1976 100 1875 417 352 769
1976 101 1875 667 466 1133
1976 101 1874 755 472 1227
1976 102 1874 178 299 477
1976 102 1873 412 533 945
1976 103 1873 6 452 458
1976 103 1872 701 146 847
1976 104 1872 300 868 1168
1976 104 1871 204 537 741
1976 105 1871 793 130 923
1976 105 1870 257 83 340
1976 106 1870 951 757 1708
1976 106 1869 623 132 755
1976 107 1869 977 818 1795
1976 107 1868 34 798 832
1976 108 1868 404 775 1179
1976 108 1867 643 916 1559
1976 109 1867 52 391 443
1976 109 1866 559 403 962
1976 110 . 71 818 889
1977 0 1977 978 277 1255
1977 0 1976 667 396 1063
1977 1 1976 200 500 700
1977 1 1975 211 854 1065
1977 2 1975 332 859 1191
1977 2 1974 776 776 1552
1977 3 1974 366 274 640
1977 3 1973 209 431 640
1977 4 1973 26 312 338
1977 4 1972 454 429 883
1977 5 1972 662 644 1306
1977 5 1971 996 272 1268
1977 6 1971 893 846 1739
1977 6 1970 891 592 1483
1977 7 1970 555 295 850
1977 7 1969 715 518 1233
1977 8 1969 645 371 1016
1977 8 1968 221 27 248
1977 9 1968 778 737 1515
1977 9 1967 332 819 1151
1977 10 1967 53 112 165
1977 10 1966 676 51 727
1977 11 1966 793 542 1335
1977 11 1965 757 598 1355
1977 12 1965 178 284 462
1977 12 1964 370 686 1056
1977 13 1964 767 390 1157
1977 13 1963 805 346 1151
1977 14 1963 543 149 692
1977 14 1962 572 200 772
1977 15 1962 539 219 758
1977 15 1961 215 464 679
1977 16 1961 997 82 1079
1977 16 1960 339 84 423
1977 17 1960 175 308 483
1977 17 1959 257 951 1208
1977 18 1959 199 320 519
1977 18 1958 500 228 728
1977 19 1958 943 701 1644
1977 19 1957 330 22 352
1977 20 1957 704 341 1045
1977 20 1956 81 710 791
1977 21 1956 696 564 1260
1977 21 1955 607 33 640
1977 22 1955 325 37 362
1977 22 1954 960 174 1134
1977 23 1954 276 319 595
1977 23 1953 979 218 1197
1977 24 1953 805 505 1310
1977 24 1952 821 908 1729
1977 25 1952 975 736 1711
1977 25 1951 393 173 566
1977 26 1951 998 238 1236
1977 26 1950 421 90 511
1977 27 1950 144 559 703
1977 27 1949 329 462 791
1977 28 1949 626 770 1396
1977 28 1948 217 531 748
1977 29 1948 562 402 964
1977 29 1947 721 960 1681
1977 30 1947 365 22 387
1977 30 1946 436 338 774
1977 31 1946 518 667 1185
1977 31 1945 889 906 1795
1977 32 1945 163 314 477
1977 32 1944 840 933 1773
1977 33 1944 109 705 814
1977 33 1943 282 338 620
1977 34 1943 145 185 330
1977 34 1942 800 662 1462
1977 35 1942 587 213 800
1977 35 1941 343 913 1256
1977 36 1941 452 7 459
1977 36 1940 855 772 1627
1977 37 1940 49 11 60
1977 37 1939 496 618 1114
1977 38 1939 998 65 1063
1977 38 1938 62 353 415
1977 39 1938 650 814 1464
1977 39 1937 71 89 160
1977 40 1937 520 867 1387
1977 40 1936 835 488 1323
1977 41 1936 451 906 1357
1977 41 1935 624 107 731
1977 42 1935 55 499 554
1977 42 1934 970 455 1425
1977 43 1934 34 920 954
1977 43 1933 5 566 571
1977 44 1933 605 913 1518
1977 44 1932 876 858 1734
1977 45 1932 236 105 341
1977 45 1931 515 214 729
1977 46 1931 190 660 850
1977 46 1930 587 369 956
1977 47 1930 456 199 655
1977 47 1929 952 736 1688
1977 48 1929 685 890 1575
1977 48 1928 851 694 1545
1977 49 1928 427 62 489
1977 49 1927 58 83 141
1977 50 1927 845 453 1298
1977 50 1926 430 567 997
1977 51 1926 605 722 1327
1977 51 1925 90 565 655
1977 52 1925 734 74 808
1977 52 1924 114 343 457
1977 53 1924 5 540 545
1977 53 1923 327 630 957
1977 54 1923 863 437 1300
1977 54 1922 301 591 892
1977 55 1922 441 349 790
1977 55 1921 229 471 700
1977 56 1921 982 393 1375
1977 56 1920 244 660 904
1977 57 1920 237 205 442
1977 57 1919 814 938 1752
1977 58 1919 245 82 327
1977 58 1918 354 211 565
1977 59 1918 177 562 739
1977 59 1917 469 981 1450
1977 60 1917 373 768 1141
1977 60 1916 331 89 420
1977 61 1916 16 316 332
1977 61 1915 129 147 276
1977 62 1915 282 901 1183
1977 62 1914 432 942 1374
1977 63 1914 564 895 1459
1977 63 1913 329 955 1284
1977 64 1913 183 842 1025
1977 64 1912 134 798 932
1977 65 1912 304 74 378
1977 65 1911 977 854 1831
1977 66 1911 957 97 1054
1977 66 1910 758 47 805
1977 67 1910 72 909 981
1977 67 1909 100 623 723
1977 68 1909 688 12 700
1977 68 1908 492 761 1253
1977 69 1908 283 204 487
1977 69 1907 681 206 887
1977 70 1907 262 791 1053
1977 70 1906 498 768 1266
1977 71 1906 375 296 671
1977 71 1905 143 272 415
1977 72 1905 22 957 979
1977 72 1904 117 57 174
1977 73 1904 151 453 604
1977 73 1903 643 612 1255
1977 74 1903 58 332 390
1977 74 1902 685 409 1094
1977 75 1902 167 834 1001
1977 75 1901 356 172 528
1977 76 1901 59 297 356
1977 76 1900 86 916 1002
1977 77 1900 770 412 1182
1977 77 1899 709 18 727
1977 78 1899 63 979 1042
1977 78 1898 774 155 929
1977 79 1898 253 245 498
1977 79 1897 680 18 698
1977 80 1897 763 687 1450
1977 80 1896 56 426 482
1977 81 1896 535 879 1414
1977 81 1895 868 147 1015
1977 82 1895 318 669 987
1977 82 1894 451 870 1321
1977 83 1894 517 729 1246
1977 83 1893 73 183 256
1977 84 1893 606 208 814
1977 84 1892 736 136 872
1977 85 1892 879 75 954
1977 85 1891 683 36 719
1977 86 1891 577 999 1576
1977 86 1890 32 596 628
1977 87 1890 780 14 794
1977 87 1889 116 271 387
1977 88 1889 594 894 1488
1977 88 1888 79 541 620
1977 89 1888 826 715 1541
1977 89 1887 645 726 1371
1977 90 1887 822 834 1656
1977 90 1886 451 392 843
1977 91 1886 628 58 686
1977 91 1885 761 427 1188
1977 92 1885 381 446 827
1977 92 1884 814 79 893
1977 93 1884 281 701 982
1977 93 1883 737 606 1343
1977 94 1883 285 842 1127
1977 94 1882 510 669 1179
1977 95 1882 458 672 1130
1977 95 1881 876 306 1182
1977 96 1881 346 51 397
1977 96 1880 499 529 1028
1977 97 1880 410 573 983
1977 97 1879 392 565 957
1977 98 1879 814 8 822
1977 98 1878 986 128 1114
1977 99 1878 509 69 578
1977 99 1877 623 391 1014
1977 100 1877 300 837 1137
1977 100 1876 541 348 889
1977 101 1876 295 241 536
1977 101 1875 914 710 1624
1977 102 1875 927 261 1188
1977 102 1874 566 15 581
1977 103 1874 886 653 1539
1977 103 1873 620 250 870
1977 104 1873 956 65 1021
1977 104 1872 256 824 1080
1977 105 1872 941 275 1216
1977 105 1871 413 916 1329
1977 106 1871 771 545 1316
1977 106 1870 440 7 447
1977 107 1870 74 751 825
1977 107 1869 528 183 711
1977 108 1869 502 223 725
1977 108 1868 268 315 583
1977 109 1868 569 392 961
1977 109 1867 678 408 1086
1977 110 . 358 231 589
1978 0 1978 913 681 1594
1978 0 1977 780 718 1498
1978 1 1977 252 837 1089
1978 1 1976 455 923 1378
1978 2 1976 718 312 1030
1978 2 1975 44 615 659
1978 3 1975 89 298 387
1978 3 1974 761 508 1269
1978 4 1974 311 245 556
1978 4 1973 675 150 825
1978 5 1973 754 343 1097
1978 5 1972 582 484 1066
1978 6 1972 354 536 890
1978 6 1971 18 16 34
1978 7 1971 723 779 1502
1978 7 1970 280 166 446
1978 8 1970 645 362 1007
1978 8 1969 457 250 707
1978 9 1969 39 483 522
1978 9 1968 559 359 918
1978 10 1968 368 205 573
1978 10 1967 203 90 293
1978 11 1967 972 107 1079
1978 11 1966 247 243 490
1978 12 1966 19 270 289
1978 12 1965 275 182 457
1978 13 1965 866 156 1022
1978 13 1964 146 359 505
1978 14 1964 434 233 667
1978 14 1963 522 7 529
1978 15 1963 487 17 504
1978 15 1962 332 923 1255
1978 16 1962 208 154 362
1978 16 1961 264 733 997
1978 17 1961 419 667 1086
1978 17 1960 611 395 1006
1978 18 1960 265 827 1092
1978 18 1959 766 348 1114
1978 19 1959 724 835 1559
1978 19 1958 374 646 1020
1978 20 1958 125 540 665
1978 20 1957 993 433 1426
1978 21 1957 749 427 1176
1978 21 1956 570 576 1146
1978 22 1956 165 189 354
1978 22 1955 417 275 692
1978 23 1955 899 770 1669
1978 23 1954 210 904 1114
1978 24 1954 193 82 275
1978 24 1953 91 556 647
1978 25 1953 436 882 1318
1978 25 1952 448 256 704
1978 26 1952 1000 946 1946
1978 26 1951 528 246 774
1978 27 1951 169 305 474
1978 27 1950 358 148 506
1978 28 1950 177 357 534
1978 28 1949 966 215 1181
1978 29 1949 937 419 1356
1978 29 1948 253 243 496
1978 30 1948 214 601 815
1978 30 1947 294 752 1046
1978 31 1947 69 881 950
1978 31 1946 650 440 1090
1978 32 1946 481 333 814
1978 32 1945 108 729 837
1978 33 1945 845 208 1053
1978 33 1944 12 727 739
1978 34 1944 113 828 941
1978 34 1943 49 81 130
1978 35 1943 853 689 1542
1978 35 1942 657 712 1369
1978 36 1942 912 643 1555
1978 36 1941 10 690 700
1978 37 1941 715 354 1069
1978 37 1940 847 963 1810
1978 38 1940 372 935 1307
1978 38 1939 867 924 1791
1978 39 1939 627 28 655
1978 39 1938 20 423 443
1978 40 1938 910 975 1885
1978 40 1937 668 54 722
1978 41 1937 642 202 844
1978 41 1936 925 853 1778
1978 42 1936 852 364 1216
1978 42 1935 730 972 1702
1978 43 1935 875 9 884
1978 43 1934 169 621 790
1978 44 1934 644 684 1328
1978 44 1933 590 995 1585
1978 45 1933 356 267 623
1978 45 1932 939 309 1248
1978 46 1932 532 567 1099
1978 46 1931 46 893 939
1978 47 1931 842 328 1170
1978 47 1930 103 560 663
1978 48 1930 863 481 1344
1978 48 1929 516 171 687
1978 49 1929 587 80 667
1978 49 1928 91 41 132
1978 50 1928 794 566 1360
1978 50 1927 764 455 1219
1978 51 1927 361 459 820
1978 51 1926 188 712 900
1978 52 1926 626 803 1429
1978 52 1925 301 398 699
1978 53 1925 357 113 470
1978 53 1924 6 611 617
1978 54 1924 669 877 1546
1978 54 1923 876 74 950
1978 55 1923 273 207 480
1978 55 1922 864 77 941
1978 56 1922 547 321 868
1978 56 1921 617 370 987
1978 57 1921 493 903 1396
1978 57 1920 638 470 1108
1978 58 1920 440 62 502
1978 58 1919 999 609 1608
1978 59 1919 716 679 1395
1978 59 1918 873 735 1608
1978 60 1918 752 831 1583
1978 60 1917 110 707 817
1978 61 1917 331 169 500
1978 61 1916 968 213 1181
1978 62 1916 6 821 827
1978 62 1915 856 468 1324
1978 63 1915 531 684 1215
1978 63 1914 172 862 1034
1978 64 1914 304 218 522
1978 64 1913 888 187 1075
1978 65 1913 9 727 736
1978 65 1912 814 90 904
1978 66 1912 175 905 1080
1978 66 1911 234 796 1030
1978 67 1911 284 509 793
1978 67 1910 68 861 929
1978 68 1910 811 892 1703
1978 68 1909 687 491 1178
1978 69 1909 634 78 712
1978 69 1908 697 365 1062
1978 70 1908 428 408 836
1978 70 1907 689 877 1566
1978 71 1907 321 612 933
1978 71 1906 307 215 522
1978 72 1906 976 654 1630
1978 72 1905 326 962 1288
1978 73 1905 108 971 1079
1978 73 1904 506 602 1108
1978 74 1904 366 448 814
1978 74 1903 500 214 714
1978 75 1903 141 818 959
1978 75 1902 924 772 1696
1978 76 1902 466 335 801
1978 76 1901 558 249 807
1978 77 1901 695 133 828
1978 77 1900 676 656 1332
1978 78 1900 516 999 1515
1978 78 1899 276 551 827
